,phrase,label,sentiment,subjectivity,language,count
Şırnak,Şırnak,ORG,-0.05357142857142858,0.32142857142857145,en,2.8
Shower,Shower,ORG,0.0,0.0,en,2.8
the Trendyol Super League,the Trendyol Super League,ORG,0.08513374485596707,0.6797839506172838,en,2.7
Cemre,Cemre,ORG,0.0,0.0,en,2.6
Özel,Özel,ORG,0.0,0.0,en,2.6
Beşiktaş,Beşiktaş,ORG,0.6992929292929295,0.6272727272727274,en,2.4999999999999996
Iğdır,Iğdır,ORG,0.0,0.0,en,2.4
Yellow,Yellow,ORG,0.0,0.0,en,1.9
Hatay,Hatay,ORG,0.19595864661654136,0.3477443609022556,en,1.9
Department of Climate Science and Meteorology Engineering,Department of Climate Science and Meteorology Engineering,ORG,-0.052631578947368425,0.15789473684210525,en,1.9
Trendyol 1st League,Trendyol 1st League,ORG,0.0,0.03508771929824561,en,1.9
Bahçeli,Bahçeli,ORG,0.2631578947368421,0.052631578947368425,en,1.9
Darülaceze,Darülaceze,ORG,0.0,0.34210526315789475,en,1.9
Şanlıurfa,Şanlıurfa,ORG,-0.13157894736842105,0.2105263157894737,en,1.9
MMO,MMO,ORG,0.0,0.0,en,1.9
Erzincan,Erzincan,ORG,-0.19138755980861247,0.2631578947368421,en,1.9
Scorpions,Scorpions,ORG,0.5827067669172933,0.2819548872180451,en,1.9
NBA,NBA,ORG,-0.13815789473684212,0.09868421052631579,en,1.9
the US Department of Defense,the US Department of Defense,ORG,-0.18421052631578946,0.0,en,1.9
Şarkışla,Şarkışla,ORG,-0.631578947368421,0.5263157894736842,en,1.9
Erdogan,Erdogan,ORG,0.07177033492822966,0.0,en,1.9
CIA,CIA,ORG,-0.19537480063795853,0.27272727272727276,en,1.9
Robert College,Robert College,ORG,-0.12280701754385966,0.16666666666666669,en,1.9
Sarıkamış,Sarıkamış,ORG,0.4210526315789474,0.34210526315789475,en,1.9
the Çanakkale Wars Institute,the Çanakkale Wars Institute,ORG,0.0,0.2105263157894737,en,1.9
the Çanakkale Front,the Çanakkale Front,ORG,0.0,0.2105263157894737,en,1.9
Hadise,Hadise,ORG,0.0,0.0,en,1.9
ITU,ITU,ORG,-0.052631578947368425,0.15789473684210525,en,1.9
Time,Time,ORG,0.0,0.0,en,1.9
National Team,National Team,ORG,0.5508771929824562,0.15789473684210525,en,1.9
Kandilli Observatory and Earthquake Research Institute,Kandilli Observatory and Earthquake Research Institute,ORG,0.0,0.0,en,1.9
Parliament,Parliament,ORG,0.0,0.0,en,1.9
the Minister of Environment,the Minister of Environment,ORG,0.0,0.0,en,1.9
Siirt,Siirt,ORG,-0.038377192982456135,0.2105263157894737,en,1.9
YEDAŞ,YEDAŞ,ORG,0.0,0.0,en,1.9
the Central Bank,the Central Bank,ORG,0.0,0.27631578947368424,en,1.9
TUIK,TUIK,ORG,-0.06578947368421052,0.0,en,1.9
El Niño,El Niño,ORG,0.2646198830409357,0.29239766081871343,en,1.9
ITO,ITO,ORG,0.0,0.0,en,1.9
GASKİ,GASKİ,ORG,0.0,0.0,en,1.9
Keçiören,Keçiören,ORG,0.06578947368421052,0.2631578947368421,en,1.9
Juventus,Juventus,ORG,0.368421052631579,0.12280701754385966,en,1.9
Fed,Fed,ORG,0.01644736842105263,0.23026315789473686,en,1.9
Cemres,Cemres,ORG,0.0,0.0,en,1.8
Kocaelispor,Kocaelispor,ORG,0.18627450980392157,0.0,en,1.7
Natura Dünyası Gençlerbirliği,Natura Dünyası Gençlerbirliği,ORG,-0.09803921568627452,0.49019607843137253,en,1.7
the Turkish Grand National Assembly,the Turkish Grand National Assembly,ORG,0.5882352941176471,0.5882352941176471,en,1.7
the Constitutional Court,the Constitutional Court,ORG,0.29411764705882354,0.0,en,1.7
Donut Lab,Donut Lab,ORG,0.0,0.07352941176470588,en,1.7
KANGAL CIVIL COURT OF FIRST,KANGAL CIVIL COURT OF FIRST,ORG,0.29411764705882354,0.19607843137254902,en,1.7
Süleymanpaşa Municipality,Süleymanpaşa Municipality,ORG,0.1884920634920635,0.26223544973544977,en,1.2
Samsung,Samsung,ORG,0.0,0.0,en,1.2
the Football Council,the Football Council,ORG,0.8,0.0,en,1.0
Kalashnikov,Kalashnikov,ORG,-0.5,0.0,en,1.0
EMSC,EMSC,ORG,-0.05,0.0,en,1.0
quantum,quantum,ORG,0.0,0.0,en,1.0
First Iftar,First Iftar,ORG,0.12878787878787878,0.0,en,1.0
Netflix,Netflix,ORG,-0.08787878787878789,0.0,en,1.0
Lufthansa,Lufthansa,ORG,-0.1125,0.0,en,1.0
Thrace,Thrace,ORG,-0.041666666666666664,0.0,en,1.0
Casperlar,Casperlar,ORG,0.0,0.0,en,1.0
HSBC,HSBC,ORG,0.0,0.0,en,1.0
BEUN,BEUN,ORG,0.21428571428571427,0.0,en,1.0
Leeds University,Leeds University,ORG,0.21428571428571427,0.0,en,1.0
Muslera,Muslera,ORG,0.4375,0.0,en,1.0
ByteDance,ByteDance,ORG,-0.09090909090909091,0.0,en,1.0
UEFA,UEFA,ORG,-0.1,0.0,en,1.0
the UEFA Champions League,the UEFA Champions League,ORG,-0.1,0.0,en,1.0
Çetin,Çetin,ORG,0.0,0.0,en,1.0
The US Secret Service,The US Secret Service,ORG,-0.3666666666666667,0.0,en,1.0
The European Mediterranean Seismological Center,The European Mediterranean Seismological Center,ORG,-0.05,0.0,en,1.0
CES,CES,ORG,0.0,0.0,en,1.0
My New Home,My New Home,ORG,0.12878787878787878,0.0,en,1.0
The Cabinet Meeting,The Cabinet Meeting,ORG,0.0,0.0,en,1.0
Malatya,Malatya,ORG,0.0,0.0,en,1.0
METEOROLOGY,METEOROLOGY,ORG,0.0,0.0,en,1.0
'Museum of Innocence','Museum of Innocence',ORG,0.0,0.0,en,1.0
Artificial Intelligence,Artificial Intelligence,ORG,-0.75,0.0,en,1.0
Internal,Internal,ORG,0.12878787878787878,0.0,en,1.0
Football Council,Football Council,ORG,0.0,0.0,en,1.0
Norwegian Wealth Fund,Norwegian Wealth Fund,ORG,0.175,0.0,en,1.0
Tangen,Tangen,ORG,0.5,0.0,en,1.0
The New York Times,The New York Times,ORG,0.13636363636363635,0.0,en,1.0
Tunçalp,Tunçalp,ORG,0.5,0.0,en,1.0
Izmir Ege University,Izmir Ege University,ORG,0.4,0.0,en,1.0
LADWP,LADWP,ORG,-0.5,0.0,en,1.0
EMAK,EMAK,ORG,0.0,0.0,en,1.0
MSB,MSB,ORG,0.5,0.0,en,1.0
The Ministry of National Defense,The Ministry of National Defense,ORG,0.5,0.0,en,1.0
the Ministry of National Defense,the Ministry of National Defense,ORG,0.0,0.0,en,1.0
TCG Anadolu,TCG Anadolu,ORG,0.0,0.0,en,1.0
Gaziantep Football Club,Gaziantep Football Club,ORG,0.3333333333333333,0.0,en,1.0
House,House,ORG,0.0,0.0,en,1.0
Terror-Free Türkiye Commission',Terror-Free Türkiye Commission',ORG,0.0,0.0,en,1.0
Milano-Cortina,Milano-Cortina,ORG,-0.125,0.0,en,1.0
Youth and Sports,Youth and Sports,ORG,0.4,0.0,en,1.0
Lago,Lago,ORG,-0.3666666666666667,0.0,en,1.0
the Norwegian Wealth Fund,the Norwegian Wealth Fund,ORG,0.0,0.0,en,1.0
Breaking Point,Breaking Point,ORG,0.0,0.0,en,1.0
Derya,Derya,ORG,0.0,0.0,en,1.0
Super El Niño,Super El Niño,ORG,0.3833333333333333,0.0,en,1.0
TUNÇ DEMİRTAŞ / Narrative Front,TUNÇ DEMİRTAŞ / Narrative Front,ORG,0.0,0.0,en,1.0
Tarhana soup,Tarhana soup,ORG,0.08,0.0,en,1.0
Sivas Cumhuriyet University Faculty of Engineering,Sivas Cumhuriyet University Faculty of Engineering,ORG,0.0,0.0,en,1.0
Sivas Cumhuriyet University Faculty of,Sivas Cumhuriyet University Faculty of,ORG,-0.08333333333333331,0.0,en,1.0
Ercan,Ercan,ORG,0.16666666666666666,0.0,en,1.0
the International Energy Agency,the International Energy Agency,ORG,0.175,0.0,en,1.0
COP31 Türkiye,COP31 Türkiye,ORG,0.175,0.0,en,1.0
El Nino,El Nino,ORG,0.0,0.0,en,1.0
Yağcıoğlu,Yağcıoğlu,ORG,0.0,0.0,en,1.0
Istanbul Metropolitan Municipality,Istanbul Metropolitan Municipality,ORG,0.0,0.0,en,1.0
Galatasaray-Liverpool,Galatasaray-Liverpool,ORG,0.0,0.0,en,1.0
Samandağ,Samandağ,ORG,-0.5,0.0,en,1.0
YENİÇAĞ,YENİÇAĞ,ORG,0.0,0.0,en,1.0
Buldan,Buldan,ORG,0.0,0.0,en,1.0
Akbel,Akbel,ORG,0.5,0.0,en,1.0
AKUT,AKUT,ORG,0.0,0.0,en,1.0
Fenerbahçe,Fenerbahçe,ORG,0.5,0.0,en,1.0
Ali Umut Usta,Ali Umut Usta,ORG,0.07083333333333333,0.0,en,1.0
GEOMAR,GEOMAR,ORG,0.0,0.0,en,1.0
the International Court of Justice,the International Court of Justice,ORG,0.0,0.0,en,1.0
Women's Curling National Team,Women's Curling National Team,ORG,0.0,0.0,en,1.0
Manisa FK,Manisa FK,ORG,0.0,0.0,en,1.0
Sivassspor,Sivassspor,ORG,0.0,0.0,en,1.0
the Kabatepe-Gökçeada,the Kabatepe-Gökçeada,ORG,-0.125,0.0,en,1.0
the Ministry of Internal Affairs and Meteorology,the Ministry of Internal Affairs and Meteorology,ORG,0.0,0.0,en,1.0
Tekke,Tekke,ORG,0.41666666666666663,0.0,en,1.0
ICJ,ICJ,ORG,0.0,0.0,en,1.0
Kocaelispor Technical,Kocaelispor Technical,ORG,0.0,0.0,en,1.0
Ramadan Feast,Ramadan Feast,ORG,0.3,0.0,en,1.0
Bursa Governorship,Bursa Governorship,ORG,0.4333333333333333,0.0,en,1.0
the Night of Power,the Night of Power,ORG,0.2261904761904762,0.0,en,1.0
Eyüpspor,Eyüpspor,ORG,0.3333333333333333,0.0,en,1.0
Türkiye,Türkiye,ORG,-0.2318181818181818,0.0,en,1.0
Generation Z,Generation Z,ORG,-0.17500000000000002,0.0,en,1.0
The General Directorate of METEOROLOGY,The General Directorate of METEOROLOGY,ORG,0.02500000000000001,0.0,en,1.0
Stuart Hill,Stuart Hill,ORG,0.1,0.0,en,1.0
Istanbul University Faculty of Science Physics Department,Istanbul University Faculty of Science Physics Department,ORG,0.8,0.0,en,1.0
the Mass Housing Administration,the Mass Housing Administration,ORG,0.03333333333333333,0.0,en,1.0
Veliaht,Veliaht,ORG,0.34545454545454546,0.0,en,1.0
Öztel,Öztel,ORG,0.1,0.0,en,1.0
Cyprus Ballad,Cyprus Ballad,ORG,0.0,0.0,en,1.0
the Scientific Board,the Scientific Board,ORG,0.0,0.0,en,1.0
the Spanish National Team,the Spanish National Team,ORG,-0.002222222222222218,0.0,en,1.0
The Black and Whites,The Black and Whites,ORG,-0.002222222222222218,0.0,en,1.0
Niğde,Niğde,ORG,0.10000000000000002,0.0,en,1.0
ORDU,ORDU,ORG,-0.2,0.0,en,1.0
Discoveries,Discoveries,ORG,-0.5,0.0,en,1.0
Hôtel de Chambon,Hôtel de Chambon,ORG,0.5681818181818181,0.0,en,1.0
KGF,KGF,ORG,0.06818181818181818,0.0,en,1.0
Faculty of Aeronautics and Astronautics,Faculty of Aeronautics and Astronautics,ORG,-0.1,0.0,en,1.0
Istanbul Technical University,Istanbul Technical University,ORG,-0.1,0.0,en,1.0
HÜRJET,HÜRJET,ORG,0.0,0.0,en,1.0
GNAT Group Meeting,GNAT Group Meeting,ORG,0.0,0.0,en,1.0
the Mayan Civilization,the Mayan Civilization,ORG,0.0,0.0,en,1.0
Cabinet,Cabinet,ORG,0.06818181818181818,0.0,en,1.0
the Cabinet Meeting,the Cabinet Meeting,ORG,0.4,0.0,en,1.0
Bilecik,Bilecik,ORG,0.0,0.0,en,1.0
Ayaz,Ayaz,ORG,0.0,0.0,en,1.0
Koçak,Koçak,ORG,0.3,0.0,en,1.0
the ISTANBUL Children's Foundation,the ISTANBUL Children's Foundation,ORG,0.16,0.0,en,1.0
Beyaz,Beyaz,ORG,0.17045454545454544,0.0,en,1.0
Tilly Norwood,Tilly Norwood,ORG,-0.04090909090909091,0.0,en,1.0
Sarıçam Municipality Robotic Coding Team,Sarıçam Municipality Robotic Coding Team,ORG,0.19166666666666665,0.0,en,1.0
Assoc,Assoc,ORG,0.0,0.0,en,1.0
Chamber of Environmental Engineers Antalya Branch Board,Chamber of Environmental Engineers Antalya Branch Board,ORG,0.0,0.0,en,1.0
Agriculture -8.8%,Agriculture -8.8%,ORG,0.0,0.0,en,1.0
Fidan,Fidan,ORG,0.0,0.0,en,1.0
Ziraat Turkish Cup Group A,Ziraat Turkish Cup Group A,ORG,0.2,0.0,en,1.0
National Men's Basketball Team,National Men's Basketball Team,ORG,-0.05,0.0,en,1.0
Iranian Revolutionary Guards,Iranian Revolutionary Guards,ORG,-0.2,0.0,en,1.0
YÜKSEL AYTUĞ / Selling,YÜKSEL AYTUĞ / Selling,ORG,0.0,0.0,en,1.0
Gaziantep Provincial Agriculture and Forestry,Gaziantep Provincial Agriculture and Forestry,ORG,0.0,0.0,en,1.0
the Scientific Committee,the Scientific Committee,ORG,0.0,0.0,en,1.0
Samsun,Samsun,ORG,0.0,0.0,en,1.0
Samsung Galaxy S26,Samsung Galaxy S26,ORG,-0.125,0.0,en,1.0
S26 Plus,S26 Plus,ORG,-0.5,0.0,en,1.0
Internal Affairs,Internal Affairs,ORG,0.0,0.0,en,1.0
The El Prix Winter Test,The El Prix Winter Test,ORG,0.0,0.0,en,1.0
Konya Provincial Directorate of Agriculture and Forestry,Konya Provincial Directorate of Agriculture and Forestry,ORG,0.4666666666666666,0.0,en,1.0
Nature,Nature,ORG,0.0,0.0,en,1.0
Regional Directorate of Meteorology Forecast and Warning Center,Regional Directorate of Meteorology Forecast and Warning Center,ORG,-0.15000000000000002,0.0,en,1.0
United Nations,United Nations,ORG,0.0,0.0,en,1.0
UN,UN,ORG,0.0,0.0,en,1.0
DEM Party,DEM Party,ORG,0.0,0.0,en,1.0
the Istanbul Chief Public Prosecutor's Office,the Istanbul Chief Public Prosecutor's Office,ORG,0.0,0.0,en,1.0
the People's Alliance,the People's Alliance,ORG,0.0,0.0,en,1.0
Rondo Energy,Rondo Energy,ORG,0.1,0.0,en,1.0
Euro,Euro,ORG,0.0,0.0,en,1.0
Kayaaslan,Kayaaslan,ORG,-0.1,0.0,en,1.0
nest,nest,ORG,0.0,0.0,en,1.0
the National Palaces Administration of the Presidency of,the National Palaces Administration of the Presidency of,ORG,0.3416666666666667,0.0,en,1.0
the National Palaces Administration,the National Palaces Administration,ORG,0.0,0.0,en,1.0
Muğla Water and Sewerage Administration,Muğla Water and Sewerage Administration,ORG,0.05000000000000002,0.0,en,1.0
the University of Hawaii,the University of Hawaii,ORG,-0.0625,0.0,en,1.0
the National Taiwan University,the National Taiwan University,ORG,-0.0625,0.0,en,1.0
Üşümezsoy,Üşümezsoy,ORG,0.049999999999999996,0.0,en,1.0
Sındırgı,Sındırgı,ORG,-0.3125,0.0,en,1.0
Bussed,Bussed,ORG,-0.1,0.0,en,1.0
the Al-Aqsa Martyrs' Memorial,the Al-Aqsa Martyrs' Memorial,ORG,-0.2833333333333333,0.0,en,1.0
The General Directorate of Meteorology of the Ministry of Environment,The General Directorate of Meteorology of the Ministry of Environment,ORG,0.05000000000000002,0.0,en,1.0
SDF,SDF,ORG,-0.8,0.0,en,1.0
SDG,SDG,ORG,0.3125,0.0,en,1.0
Aksu,Aksu,ORG,0.8,0.0,en,1.0
CENTCOM,CENTCOM,ORG,0.0,0.0,en,1.0
The US Navy's,The US Navy's,ORG,0.0,0.0,en,1.0
Snowstorm,Snowstorm,ORG,-0.3,0.0,en,1.0
FlightAware,FlightAware,ORG,0.5,0.0,en,1.0
Capitol Building,Capitol Building,ORG,0.0625,0.0,en,1.0
Congress,Congress,ORG,0.0,0.0,en,1.0
the American Basketball League,the American Basketball League,ORG,-0.0625,0.0,en,1.0
The National Weather Service,The National Weather Service,ORG,-0.4,0.0,en,1.0
Orion,Orion,ORG,0.0,0.0,en,1.0
Hürriyet,Hürriyet,ORG,0.6000000000000001,0.0,en,1.0
Forensic Medicine,Forensic Medicine,ORG,-0.125,0.0,en,1.0
Tunceli,Tunceli,ORG,0.0,0.0,en,1.0
the European Side,the European Side,ORG,0.009999999999999998,0.0,en,1.0
Victory Party,Victory Party,ORG,0.0,0.0,en,1.0
Gaziantep Water and Sewerage Administration,Gaziantep Water and Sewerage Administration,ORG,0.0,0.0,en,1.0
Cide-Bartın highway,Cide-Bartın highway,ORG,-0.1416666666666667,0.0,en,1.0
Bartın-Cide,Bartın-Cide,ORG,-0.1,0.0,en,1.0
Icelandic,Icelandic,ORG,-0.6,0.0,en,1.0
SWOT,SWOT,ORG,0.2525,0.0,en,1.0
Sapanca Municipality,Sapanca Municipality,ORG,0.11818181818181818,0.0,en,1.0
Istanbul University,Istanbul University,ORG,0.14625,0.0,en,1.0
the Kashiwazaki-Kariwa Power Plant,the Kashiwazaki-Kariwa Power Plant,ORG,0.0,0.0,en,1.0
IFRC,IFRC,ORG,-0.04,0.0,en,1.0
Red Crescent Societies,Red Crescent Societies,ORG,-0.04,0.0,en,1.0
International Federation of Red Cross,International Federation of Red Cross,ORG,-0.04,0.0,en,1.0
Red Cross,Red Cross,ORG,-0.19999999999999998,0.0,en,1.0
Eskişehir Osmangazi University Faculty of Architecture-Engineering Department of Geological Engineering Lecturer,Eskişehir Osmangazi University Faculty of Architecture-Engineering Department of Geological Engineering Lecturer,ORG,0.25,0.0,en,1.0
Eskişehir Osmangazi University,Eskişehir Osmangazi University,ORG,0.0,0.0,en,1.0
"Batman, Mardin","Batman, Mardin",ORG,0.027083333333333345,0.0,en,1.0
Bingöl,Bingöl,ORG,0.1277777777777778,0.0,en,1.0
TSMC,TSMC,ORG,0.0,0.0,en,1.0
ASKİ,ASKİ,ORG,0.0,0.0,en,1.0
Working Journalists' Day,Working Journalists' Day,ORG,0.0,0.0,en,1.0
Turkish Statistical Institute,Turkish Statistical Institute,ORG,0.0,0.0,en,1.0
Tayfun Sports Club,Tayfun Sports Club,ORG,0.0,0.0,en,1.0
MGSB,MGSB,ORG,0.0,0.0,en,1.0
7-year-old,7-year-old,ORG,-0.75,0.0,en,1.0
Real Racing,Real Racing,ORG,-0.058333333333333334,0.0,en,1.0
Medium Term Program,Medium Term Program,ORG,0.20208333333333334,0.0,en,1.0
DSI,DSI,ORG,0.0,0.0,en,1.0
the Tripartite Initiative,the Tripartite Initiative,ORG,-0.09090909090909091,0.0,en,1.0
the Board of Directors of TEMA Foundation,the Board of Directors of TEMA Foundation,ORG,0.7,0.0,en,1.0
TEMA Foundation,TEMA Foundation,ORG,0.7,0.0,en,1.0
Interior,Interior,ORG,0.0,0.0,en,1.0
ABB,ABB,ORG,0.4,0.0,en,1.0
Ankara Metropolitan Municipality,Ankara Metropolitan Municipality,ORG,-0.21250000000000002,0.0,en,1.0
Kızılırmak-Kesikköprü Transmission Line,Kızılırmak-Kesikköprü Transmission Line,ORG,-0.21250000000000002,0.0,en,1.0
Obruk,Obruk,ORG,0.1,0.0,en,1.0
Coastal,Coastal,ORG,-0.08333333333333333,0.0,en,1.0
the Italian Civil Protection Agency,the Italian Civil Protection Agency,ORG,-0.056249999999999994,0.0,en,1.0
TAYFUN,TAYFUN,ORG,0.05909090909090909,0.0,en,1.0
Konya Agricultural Organization,Konya Agricultural Organization,ORG,0.0,0.0,en,1.0
Cerrahpaşa Hospital,Cerrahpaşa Hospital,ORG,0.6,0.0,en,1.0
The Royal Council's,The Royal Council's,ORG,0.0,0.0,en,1.0
Petro,Petro,ORG,-0.125,0.0,en,1.0
Bad Bunny,Bad Bunny,ORG,0.17777777777777784,0.0,en,1.0
IMM,IMM,ORG,-0.08125,0.0,en,1.0
Bektaş,Bektaş,ORG,0.16666666666666666,0.0,en,1.0
Koita,Koita,ORG,0.0,0.0,en,1.0
Canaries,Canaries,ORG,0.0,0.0,en,1.0
the Project for the Improvement of the Agricultural Sector in,the Project for the Improvement of the Agricultural Sector in,ORG,0.0,0.0,en,1.0
Anadolu Agency,Anadolu Agency,ORG,0.1,0.0,en,1.0
Haber7.com,Haber7.com,ORG,0.1,0.0,en,1.0
AA,AA,ORG,0.0,0.0,en,1.0
Digital,Digital,ORG,0.0,0.0,en,1.0
Eastern Anatolia,Eastern Anatolia,ORG,-0.075,0.0,en,1.0
SPI,SPI,ORG,0.0,0.0,en,1.0
"ITU Faculty of Aeronautics and Astronautics,","ITU Faculty of Aeronautics and Astronautics,",ORG,0.0,0.0,en,1.0
the AK Party Group Meeting,the AK Party Group Meeting,ORG,-0.2,0.0,en,1.0
Court,Court,ORG,-0.22142857142857145,0.0,en,1.0
Hatay Archeology Museum,Hatay Archeology Museum,ORG,0.0,0.0,en,1.0
SİVAS SPECIAL PROVINCIAL ADMINISTRATION,SİVAS SPECIAL PROVINCIAL ADMINISTRATION,ORG,-0.22142857142857145,0.0,en,1.0
Regional Directorate of Meteorology,Regional Directorate of Meteorology,ORG,0.0,0.0,en,1.0
Enez,Enez,ORG,0.0,0.0,en,1.0
HÜRRİYET,HÜRRİYET,ORG,0.0,0.0,en,1.0
Beylikdüzü Adnan Kahveci District,Beylikdüzü Adnan Kahveci District,ORG,0.15416666666666665,0.0,en,1.0
Beylikdüzü,Beylikdüzü,ORG,-0.125,0.0,en,1.0
Gökçeada-Kabatepe,Gökçeada-Kabatepe,ORG,-0.125,0.0,en,1.0
the Women's National Team,the Women's National Team,ORG,0.13333333333333333,0.0,en,1.0
Dilber,Dilber,ORG,0.14999999999999997,0.0,en,1.0
Pearl Grains,Pearl Grains,ORG,-0.4,0.0,en,1.0
the Customs Union,the Customs Union,ORG,0.0,0.0,en,1.0
Istanbul Chamber of Commerce,Istanbul Chamber of Commerce,ORG,0.0,0.0,en,1.0
Isparta provinces,Isparta provinces,ORG,-0.26,0.0,en,1.0
3D Printer Technology,3D Printer Technology,ORG,0.17045454545454544,0.0,en,1.0
New Era,New Era,ORG,0.17045454545454544,0.0,en,1.0
Gezi,Gezi,ORG,0.0,0.0,en,1.0
the Anti-Zionism Congress,the Anti-Zionism Congress,ORG,0.0,0.0,en,1.0
the State Theater,the State Theater,ORG,0.2125,0.0,en,1.0
Monte Real,Monte Real,ORG,-0.07291666666666669,0.0,en,1.0
HATAYClick,HATAYClick,ORG,0.5,0.0,en,1.0
İnönü University Hospital,İnönü University Hospital,ORG,0.0,0.0,en,1.0
the Marmara Disaster Risk Reduction Department,the Marmara Disaster Risk Reduction Department,ORG,0.0,0.0,en,1.0
Bitlis,Bitlis,ORG,-0.14166666666666666,0.0,en,1.0
Boğaziçi University Kandilli Observatory Earthquake Research Institute,Boğaziçi University Kandilli Observatory Earthquake Research Institute,ORG,0.0,0.0,en,1.0
TEKİRDAĞ,TEKİRDAĞ,ORG,0.07314814814814814,0.0,en,1.0
IMM) Disaster Affairs and Risk Management Department,IMM) Disaster Affairs and Risk Management Department,ORG,0.0,0.0,en,1.0
Party,Party,ORG,0.0,0.0,en,1.0
Christ,Christ,ORG,0.005555555555555554,0.0,en,1.0
the Gallipoli Wars Institute,the Gallipoli Wars Institute,ORG,0.0,0.0,en,1.0
Tarzan,Tarzan,ORG,-0.125,0.0,en,1.0
Islamized,Islamized,ORG,0.11666666666666665,0.0,en,1.0
Tutdere,Tutdere,ORG,0.0,0.0,en,1.0
Beyoğlu Atlas Cinema,Beyoğlu Atlas Cinema,ORG,-0.16666666666666666,0.0,en,1.0
Kandilli Observatory and Earthquake Research Institute and Disaster and Emergency Management,Kandilli Observatory and Earthquake Research Institute and Disaster and Emergency Management,ORG,0.0,0.0,en,1.0
the Organization of Turkic States,the Organization of Turkic States,ORG,0.3333333333333333,0.0,en,1.0
YAVUZ DONAT / Live,YAVUZ DONAT / Live,ORG,0.11818181818181818,0.0,en,1.0
